age,monthly_income,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,product_availability_online,gender_encoded,city_tier_encoded,shopping_preference_encoded
26,52381,14,17,65331,50619,7,1,2,2
29,136465,23,15,34666,58774,9,2,1,2
70,236419,39,11,124045,12836,5,2,0,2
18,43074,1,14,12876,102017,7,1,2,2
75,166667,3,0,6166,71342,8,1,2,2
75,59194,37,10,131166,126546,8,2,2,2
18,195449,30,6,78672,2579,10,0,0,1
64,41853,19,15,130981,44235,8,2,0,2
51,88719,38,8,25309,107913,7,0,1,2
49,166733,44,19,85327,64048,3,2,0,2
79,196565,25,8,83099,124948,10,1,1,2
71,133724,4,11,73806,77094,4,1,2,2
65,182567,3,18,128566,85634,7,0,2,2
42,28703,21,13,25045,32502,1,2,1,2
57,199152,5,11,87315,116908,5,2,1,2
62,176887,36,8,107403,67371,8,1,1,2
70,175637,30,11,110038,123441,1,1,0,2
18,209393,4,12,82515,90373,3,2,1,2
33,132491,6,4,102440,116539,9,0,2,2
78,73453,4,4,100719,98219,2,1,2,2
56,103478,3,8,74114,65699,3,1,2,2
22,48161,26,18,70040,14200,6,2,2,2
39,202063,8,19,57228,144352,10,2,2,2
46,129296,36,5,100424,3201,7,2,1,1
72,155788,1,7,51754,65308,4,2,1,2
20,48349,48,17,108026,36527,5,2,2,2
29,62098,18,12,91896,114469,2,2,0,2
43,123435,38,15,98630,91700,2,2,1,2
33,146204,16,19,87226,127694,9,1,2,2
68,66990,16,4,16439,58373,4,0,2,2
54,83921,47,10,56825,17820,1,2,1,1
39,182610,39,16,43375,118892,2,2,1,2
74,115572,49,9,147837,103481,3,0,1,2
46,245351,23,6,15653,53926,8,2,0,2
31,22213,12,10,75759,20503,9,2,2,2
45,139693,27,7,76673,47480,9,0,0,2
22,190295,45,18,100825,79618,8,0,2,2
64,106655,49,4,138810,82541,9,2,1,2
66,83371,44,15,41172,82044,4,0,0,2
47,83274,41,0,129529,11220,10,1,0,1
63,122853,13,18,82839,95684,6,1,1,2
79,19134,22,9,16446,19815,2,0,0,2
69,106428,22,13,50218,55452,10,1,2,2
22,54601,9,16,44565,53424,6,1,2,2
29,88889,37,12,36154,14526,4,2,0,2
33,30690,48,15,18821,107748,1,0,0,2
43,16909,16,18,128036,89837,1,1,0,2
43,106239,26,11,75344,64301,5,0,2,2
65,95032,10,15,108929,108957,9,1,0,2
38,27062,18,16,45315,116659,9,0,0,2
56,90386,44,14,22157,98156,5,1,0,2
53,239309,43,6,92776,108104,10,1,2,2
50,180803,43,18,75246,32058,2,2,0,2
79,151225,26,4,12070,43913,1,1,0,2
47,156553,35,14,124908,132964,5,1,2,2
54,114270,15,14,136019,53459,3,2,2,2
40,81425,22,0,11597,71362,1,2,0,2
75,209672,32,14,122674,149867,1,1,2,2
27,99981,21,2,23934,139418,3,0,2,2
71,218069,13,19,124039,16737,9,0,2,0
22,119470,12,19,18325,44872,8,0,2,2
53,174277,21,14,127151,78040,10,0,0,2
51,103887,6,7,104788,115740,10,2,1,2
69,96542,37,19,103213,106969,1,1,2,2
48,190221,0,9,129182,75934,3,1,0,2
27,64112,32,13,14007,60019,7,0,0,2
75,157012,21,2,137257,82867,2,1,1,2
36,74010,22,8,78437,85625,4,2,2,2
75,222866,14,19,82863,37173,9,0,2,2
49,39485,43,9,67838,99698,7,2,0,2
18,104299,14,1,54793,43260,8,2,2,2
73,120584,30,17,116215,12020,3,0,1,1
22,147139,27,0,125469,84482,4,2,0,2
62,35607,2,10,54303,22666,9,2,1,1
21,76597,41,4,26687,143236,10,1,1,2
33,89554,24,3,17748,57133,8,1,0,2
41,194593,32,0,69523,65338,4,0,0,2
33,30187,32,3,83513,126555,7,2,2,2
72,248983,22,0,76382,26294,2,0,0,0
19,18985,27,14,138201,113064,6,0,2,2
66,189124,15,18,110683,118854,6,2,0,2
45,165635,36,1,79461,130301,2,0,2,2
49,193394,4,13,23029,126250,6,0,1,2
44,248914,42,2,125828,55453,8,1,2,2
37,207317,10,3,41157,38106,4,2,1,2
41,66514,11,0,68699,56691,5,1,2,2
29,33608,20,10,65067,112906,8,1,2,2
67,213334,17,19,34066,83914,3,1,0,2
52,238190,13,17,109830,87415,10,1,1,2
77,86327,32,15,14128,26077,9,0,1,2
50,203297,20,14,137028,143062,4,1,0,2
50,220066,25,16,13131,75452,6,2,0,2
78,32221,24,1,103224,39358,2,1,2,2
68,63506,39,0,89448,35380,8,1,0,2
60,35968,24,13,59682,126439,3,0,2,2
54,142677,34,13,11804,94333,3,2,1,2
29,228678,49,17,37748,70897,5,2,0,2
20,174009,19,18,78858,73058,1,1,1,2
18,208507,1,5,78025,102354,4,0,2,2
50,195580,40,3,129851,88674,1,0,0,2
57,187903,11,7,62113,122895,7,0,2,2
27,189005,31,12,31167,94567,9,0,0,2
60,193379,42,19,106057,69587,4,1,1,2
61,194412,32,6,86530,149124,6,2,0,2
46,117951,47,9,28591,132971,3,1,0,2
30,123306,30,17,130443,111512,4,2,1,2
29,232410,32,0,54568,22449,5,0,2,1
48,58601,19,4,149493,18578,3,0,1,2
63,222028,40,1,12615,137935,7,2,2,2
19,87178,36,10,117152,93071,5,2,0,2
78,231383,36,15,37517,87504,10,0,1,2
68,174826,39,6,57154,117107,4,0,0,2
67,189382,13,13,94301,15062,3,0,1,2
52,84893,35,0,55591,2575,1,0,0,1
40,101799,11,11,27061,41055,7,0,1,2
34,63367,25,10,61477,90390,7,2,0,2
43,28201,33,16,55508,124776,2,2,0,2
25,148811,5,11,2941,143358,5,2,2,2
46,28231,45,16,75491,84683,9,0,0,2
43,188567,12,17,97453,47385,7,0,0,2
27,167240,21,15,149192,96618,9,2,2,2
43,178696,34,0,133030,20398,8,1,1,0
79,156707,18,4,29507,85664,2,1,2,2
51,24964,36,4,116171,78215,10,2,2,2
68,173857,22,15,146093,119168,1,1,2,2
58,241118,49,18,128778,17902,3,2,0,1
24,228869,31,1,138737,88561,3,2,0,2
21,230862,43,6,119954,65663,8,2,2,2
75,223000,10,15,55517,81131,6,2,1,2
70,27336,3,2,79392,46917,3,1,1,2
67,92475,11,17,114720,63452,6,2,0,2
62,173484,38,9,20911,89789,3,1,2,2
28,97212,29,1,128744,132203,1,0,0,2
46,90379,9,18,61667,30451,3,1,1,2
73,60591,23,14,72883,86756,1,0,1,2
53,76750,22,15,129328,48006,1,2,2,2
42,105648,0,7,25150,4255,6,0,1,1
38,111134,47,7,117755,120095,10,2,1,2
78,181526,3,16,63995,148757,7,0,2,2
74,113537,27,13,130028,23848,7,0,2,2
53,77672,43,17,35367,120054,10,2,1,2
27,42228,44,15,65481,60130,4,2,1,2
54,29429,2,5,80891,102063,5,2,0,2
26,99294,47,16,105265,77217,1,1,1,2
41,213880,1,18,23681,78338,8,1,1,2
52,228958,40,3,136014,85590,4,0,0,2
66,130577,5,6,91555,2931,1,1,0,1
52,199087,41,17,61924,8954,9,2,2,1
65,103074,16,7,77386,73392,2,2,0,2
53,83936,36,17,88191,142102,4,2,2,2
35,226979,43,18,136499,118436,2,2,2,2
66,72378,22,18,8679,129520,2,2,2,2
56,52310,39,5,79471,62101,9,2,2,2
49,116827,20,11,85627,68575,2,2,0,2
41,229755,43,5,11632,100449,4,0,1,2
40,214899,30,13,63160,15539,7,1,1,2
79,181328,11,16,133316,74968,10,1,0,2
49,222500,28,11,130966,86413,2,2,0,2
54,114862,41,1,89666,129823,1,2,2,2
29,249066,12,12,91519,148189,8,0,1,2
66,53889,25,4,13917,73338,7,2,1,2
72,66428,32,5,142435,104919,4,2,0,2
30,125502,33,0,7270,75592,4,0,0,2
40,183279,19,7,15414,35010,8,2,1,2
42,65255,46,8,127101,105452,2,2,2,2
52,120824,9,11,46210,73088,2,0,1,2
58,237603,0,9,57194,83399,9,2,2,2
47,20409,28,2,127666,76518,7,1,0,2
34,57438,21,9,72314,69205,10,1,2,2
66,241431,49,13,126818,21837,9,1,2,1
79,22869,0,4,88653,2389,3,2,0,1
37,247332,43,4,5243,21510,4,0,2,1
65,202934,7,12,136465,64786,6,0,2,2
42,234009,8,16,46407,132330,1,1,0,2
39,40958,22,9,140457,90654,9,0,0,2
30,222374,19,1,94418,5361,2,0,0,1
76,165840,33,14,31475,107765,10,2,0,2
36,242402,15,12,126096,26889,2,0,2,2
66,172217,21,4,146600,127812,10,2,0,2
53,90622,45,16,132305,114763,6,1,1,2
29,41442,22,4,88594,26889,1,2,1,2
78,96948,0,13,119287,94427,3,1,0,2
58,40596,13,9,145296,75062,9,0,1,2
36,90791,48,14,62239,107038,9,1,0,2
29,57406,22,1,87633,82034,9,2,0,2
26,55524,37,18,64370,64519,2,1,0,2
24,169404,39,4,13290,39946,6,0,2,2
45,125160,49,5,21887,104538,8,0,2,2
31,161836,7,12,66926,59441,10,0,0,2
48,173635,31,7,72377,62438,2,2,1,2
69,233747,39,12,106590,56369,8,2,2,2
36,182442,1,13,134038,107432,3,1,2,2
75,20062,47,15,28733,45872,6,1,0,2
64,59645,12,0,16195,125992,4,2,1,2
33,137759,26,4,111139,55167,2,0,0,2
70,22244,45,7,120777,135279,5,0,0,2
22,152444,6,1,54694,60423,10,2,2,2
52,100501,2,19,146842,32271,6,0,0,2
29,132450,20,2,79728,36262,7,1,0,0
42,210543,7,1,7171,59035,10,1,1,2
69,31956,0,10,51207,50234,9,1,2,2
76,186545,16,3,127891,120127,6,2,0,2
38,159966,25,13,134005,24790,5,0,1,0
53,244990,28,13,128558,107845,8,0,0,2
70,215658,7,9,121774,104133,2,1,2,2
40,31709,37,19,10185,148350,8,1,0,2
33,227330,42,3,102069,22766,8,1,0,1
74,133428,7,6,20122,105836,4,2,0,2
56,30210,7,9,58707,20564,8,1,1,2
62,195582,24,2,111980,6562,4,1,1,1
70,117081,41,4,72254,73632,6,2,0,2
59,184746,41,3,34061,107732,10,1,1,2
75,115025,44,16,101926,69321,8,2,1,2
56,163805,26,19,142207,95353,7,1,0,2
31,166152,21,10,46313,86985,9,1,1,2
48,248272,2,4,139682,93945,6,1,0,2
75,199484,48,11,86884,74577,7,2,2,2
22,139476,46,13,145609,83376,3,2,0,2
52,205043,37,12,123231,53217,7,2,0,2
40,185781,48,10,7593,64967,9,2,0,2
46,74846,23,11,81213,1924,6,2,1,1
60,80480,32,6,37900,8912,6,0,0,1
28,67960,34,0,99216,63422,8,0,1,2
35,249622,39,8,15994,51166,10,2,1,2
64,187224,28,18,59624,108615,6,0,0,2
29,173322,7,3,41028,115399,10,0,2,2
26,100765,10,3,36797,149243,6,0,0,2
27,132265,15,10,145076,17028,2,0,1,2
75,63137,32,5,72541,32191,2,2,2,2
61,228083,10,18,136122,66643,2,2,0,2
34,133922,28,18,10492,8137,1,1,1,1
78,136280,48,10,47823,70670,1,1,2,2
55,192484,44,17,20017,140888,10,0,0,2
24,58876,23,16,12663,101538,3,1,2,2
63,109547,1,13,80624,105765,9,2,1,2
30,219736,4,17,113732,52045,6,1,2,2
57,65227,23,13,52025,49298,4,1,2,2
59,178522,43,12,79986,6923,8,0,1,2
26,99433,46,8,140678,57010,2,0,2,2
67,88704,6,18,36206,15159,3,0,0,2
44,21861,30,10,143056,14912,9,2,0,1
75,76914,29,18,118995,89583,5,1,0,2
19,78888,5,16,21348,2797,9,2,0,0
22,94286,4,15,90623,125618,8,1,1,2
46,76293,14,17,81036,66884,6,1,1,2
54,228596,26,14,60282,104840,9,2,2,2
55,83515,34,13,1579,145246,4,0,0,2
36,169596,8,14,22538,22049,9,2,2,2
25,22065,22,17,39161,103735,8,0,1,2
65,183756,16,11,45167,20865,8,0,2,1
62,103720,22,9,149910,145309,8,0,2,2
18,179437,45,7,94959,89262,3,1,0,2
39,73876,38,17,101704,81598,2,0,0,2
69,169776,46,13,94399,62711,3,1,0,2
34,203929,28,17,90139,60821,10,1,1,2
24,151694,38,0,5872,89582,5,1,0,2
42,98797,44,15,121302,53327,6,0,1,2
62,240027,45,4,128112,17659,4,0,2,1
21,246075,10,7,44154,21548,2,1,2,2
53,106141,49,19,132997,47500,4,0,1,2
23,240779,12,1,73927,63882,6,0,1,2
77,233772,11,18,120781,17559,2,1,0,2
48,225404,1,2,2778,54412,7,1,1,2
36,117390,41,7,49880,108932,7,1,2,2
78,111856,10,2,126447,35891,1,1,2,2
61,81201,47,17,103404,17992,1,0,2,1
71,178766,48,7,147210,21880,2,2,2,0
56,104766,13,17,4437,138957,2,0,1,2
44,37995,21,4,123847,93731,4,1,0,2
27,107320,20,9,53885,54504,5,0,2,2
43,95141,44,10,133397,105448,9,0,1,2
36,229071,48,3,78427,54871,3,2,2,2
56,154491,36,9,141094,146643,10,2,0,2
79,194024,35,4,93472,90939,10,2,2,2
20,179909,24,11,121669,110199,1,1,0,2
62,85799,42,9,41262,68260,2,2,1,2
30,194949,48,11,60402,131266,6,0,2,2
67,60687,2,4,131459,29286,9,1,1,2
45,245739,1,10,19234,74097,5,1,2,2
79,52276,26,0,28317,136554,4,1,0,2
75,49523,32,4,77880,137100,2,2,2,2
37,212127,17,13,117089,119197,4,1,2,2
45,69615,47,1,121357,62654,2,1,0,2
25,242714,10,9,75982,7199,6,0,0,0
78,25514,6,0,65665,16372,5,2,1,1
58,62456,36,12,88875,17161,5,2,2,2
56,22233,49,3,96094,91000,1,1,2,2
18,16102,35,2,1477,8160,10,0,2,1
20,81133,26,11,61043,97896,1,0,1,2
30,61715,21,11,145580,25990,9,1,1,0
45,231265,30,15,12009,139107,8,2,0,2
79,125545,39,13,55610,58160,8,1,2,2
74,119085,5,7,32079,19273,10,1,0,1
77,124101,32,12,4856,139052,10,2,2,2
66,152328,6,15,50779,119122,6,1,1,2
42,123684,5,14,119856,13110,7,2,0,0
73,79800,0,13,138739,90942,8,1,2,2
50,109937,38,4,28324,138495,3,0,1,2
55,56548,45,5,146882,68637,5,1,2,2
70,218162,37,16,74325,1139,10,0,2,1
23,224272,41,8,96359,8355,9,2,1,1
75,188439,49,17,123440,64584,3,1,0,2
61,143845,47,11,93589,49570,4,2,2,2
62,128815,43,12,83120,105943,3,2,1,2
49,235994,28,16,29605,52251,4,1,0,2
62,216454,10,6,113742,62251,6,2,2,2
78,142602,27,19,18123,60401,4,2,0,2
64,141270,39,7,46763,4665,7,0,0,0
38,141320,14,0,73566,22340,5,0,2,1
33,172277,29,11,131663,86648,10,1,1,2
71,40570,22,18,68277,143681,10,2,1,2
38,176327,11,7,71598,49442,9,1,1,2
28,36182,27,11,1696,50163,9,0,0,2
77,54373,30,5,3340,28500,2,0,2,2
54,58019,29,5,8950,4635,7,1,1,1
53,208691,38,6,46146,143365,9,1,2,2
52,31043,15,8,101431,47308,6,2,0,2
36,191604,29,11,67189,114918,2,0,0,2
37,247362,3,5,139478,145648,10,2,0,2
74,212008,32,5,92949,43959,1,0,1,2
35,34239,32,8,33642,14586,4,0,1,1
64,156488,27,6,55342,19397,8,1,0,0
58,149484,20,3,104164,54965,5,2,1,2
66,96976,14,12,137629,51036,1,1,1,2
31,39406,25,9,30338,77463,7,0,2,2
32,16875,13,9,125479,134702,2,1,1,2
48,183138,14,3,111843,41018,10,1,2,2
18,248144,1,17,51478,10124,1,2,1,0
70,151824,15,7,16688,113160,1,1,1,2
71,232825,36,14,124260,54764,1,2,1,2
71,224097,10,8,34668,19979,5,1,0,1
20,147425,10,3,25423,79605,1,1,0,2
33,173058,32,6,13753,49644,10,1,1,2
40,232979,1,0,111011,137201,7,2,0,2
74,29691,32,16,44834,130560,1,0,1,2
28,215919,2,2,66235,84044,8,0,1,2
29,63075,19,18,39357,11258,8,2,2,0
27,25794,32,17,3873,26850,5,0,1,2
49,214542,25,14,98313,149787,1,2,0,2
33,162478,48,9,132074,98350,10,0,2,2
25,90930,33,14,100713,61956,2,0,0,2
55,172944,13,6,100151,129152,2,1,0,2
29,56708,28,5,135056,109052,4,2,2,2
41,130492,1,13,71286,135633,5,0,2,2
45,121629,49,17,134724,126109,4,1,2,2
70,166872,7,17,34106,7548,1,2,1,1
25,189469,26,5,4080,129544,7,0,1,2
75,138313,7,12,80857,73358,8,1,1,2
45,183981,6,10,124278,39118,9,1,0,2
53,36352,10,8,40197,47090,5,1,1,2
43,116975,38,11,100977,54160,5,1,2,2
25,108848,29,18,149631,61048,8,0,0,2
75,161510,38,18,36378,85423,10,0,1,2
77,234993,48,15,101797,100569,4,1,0,2
67,59999,46,2,136369,30086,1,2,0,1
45,33482,20,6,22433,70038,2,0,1,2
45,178543,20,9,23592,142236,5,0,0,2
54,62279,6,18,51039,132962,2,0,2,2
58,124413,19,5,92612,132428,6,0,1,2
53,69213,48,8,128220,128773,4,1,1,2
44,128909,13,17,93944,76462,9,0,2,2
71,28026,19,11,149069,586,8,2,2,1
34,100184,4,4,132743,133617,10,0,2,2
26,20435,30,4,135799,69265,2,1,2,2
50,154565,11,5,111187,57584,6,1,2,2
70,218299,11,17,34166,148788,9,0,1,2
37,74321,1,5,19302,80540,8,1,1,2
30,148835,25,0,119077,90312,6,1,2,2
45,35389,3,10,118699,54816,1,2,1,2
65,46498,29,15,872,36167,8,2,1,2
46,78755,33,6,67256,3562,1,0,2,1
30,116545,36,16,83969,71478,9,1,2,2
63,50825,19,17,96445,55792,9,2,2,2
52,31934,1,3,36127,40964,1,1,0,2
78,20574,44,4,81647,88560,9,2,0,2
23,145698,34,0,77489,98382,2,2,0,2
35,184251,14,0,47222,28122,8,0,2,0
68,147659,47,4,113681,54973,9,2,1,2
22,57782,13,18,76249,94983,7,2,2,2
64,200484,35,12,37933,57994,3,1,1,2
42,75561,48,4,138398,94424,2,2,2,2
19,223296,29,17,82657,58217,2,2,1,2
27,150481,43,2,119501,36983,4,1,2,2
73,142159,26,2,47790,25231,5,0,2,1
47,217391,1,8,104067,112646,7,1,2,2
67,245088,20,19,96068,147821,9,0,0,2
76,41751,13,13,30340,33805,9,2,0,2
62,53174,26,2,147783,27118,9,0,1,0
22,137678,20,13,46698,65252,10,0,0,2
72,71572,22,16,145303,11400,8,1,0,1
73,76416,34,3,134922,36856,9,1,2,2
50,158113,47,17,41807,66436,8,0,0,2
71,169299,7,15,45662,23516,2,0,2,2
18,50201,11,1,20965,83099,2,0,1,2
35,51069,27,1,19494,123130,8,0,2,2
49,228262,40,11,19263,61545,2,2,0,2
64,41370,32,15,98116,129682,3,0,1,2
66,241090,32,9,149916,116053,7,0,0,2
28,140342,8,1,39887,15537,4,0,0,1
38,157658,14,15,1406,116754,9,2,0,2
43,196303,9,3,35266,134530,10,1,1,2
42,140758,48,9,70541,5492,10,1,0,1
39,151394,1,16,41406,35761,8,2,2,2
76,80294,2,3,46000,142029,5,0,0,2
44,94468,22,5,102932,91672,4,0,1,2
66,175371,9,2,21614,51449,2,2,0,2
30,105715,18,8,120746,116747,10,1,1,2
50,85793,40,4,86199,142359,2,0,2,2
51,192573,17,8,7675,59359,4,2,1,2
58,203206,34,12,74348,8172,4,2,0,1
52,126672,40,1,109231,49734,5,2,2,2
18,155849,42,2,29857,98091,2,0,2,2
38,157321,8,6,79925,71235,5,2,2,2
65,135902,30,11,94899,69118,2,1,0,2
72,36390,29,17,145715,105719,2,0,1,2
23,35369,36,8,108431,126844,3,2,0,2
45,158953,49,12,16504,132669,2,0,0,2
34,24587,11,10,2966,132192,3,0,0,2
22,239872,16,12,139900,24535,9,2,1,2
48,220399,26,7,91161,8858,10,1,1,1
22,122009,20,14,145633,112950,2,1,1,2
55,233983,48,13,65128,86343,9,1,0,2
20,234219,47,16,39489,58274,7,2,0,2
70,153905,26,12,70611,5492,1,2,0,1
40,62013,13,10,130037,37324,1,0,0,2
54,132341,40,9,139545,69460,2,1,1,2
70,142785,12,16,120120,85029,1,0,2,2
54,209692,2,11,47545,142963,9,0,1,2
27,161826,23,1,129807,131187,8,1,1,2
27,122584,31,0,543,148645,9,0,0,2
36,93113,36,14,21483,7818,3,1,1,1
34,242703,7,18,120543,140456,4,0,1,2
38,101784,34,17,30034,57542,6,2,0,2
31,50282,22,2,42518,34941,3,2,2,2
26,182809,15,8,133517,29955,8,1,2,2
63,243499,35,12,100715,96448,8,2,2,2
18,39124,8,10,72764,50765,7,0,0,2
68,85102,38,18,57315,60152,3,0,1,2
62,148268,17,15,114344,14545,10,2,2,1
30,76527,48,18,91642,149400,10,2,0,2
21,145371,30,7,136448,21577,6,0,2,1
79,145942,37,11,92390,80837,4,0,0,2
18,111651,41,1,121041,58192,8,0,1,2
66,100395,36,4,75750,2295,10,0,2,1
57,26345,46,13,25294,1806,6,1,0,1
49,139544,33,15,129005,43306,7,1,0,2
51,49077,46,18,68369,14303,7,1,1,1
45,145429,40,1,148340,46330,8,1,1,2
48,212472,5,9,133899,118448,7,1,2,2
25,27055,35,9,62727,137783,3,0,1,2
56,118693,13,7,19881,6669,9,1,2,1
43,100283,40,11,139972,137918,6,0,2,2
75,59484,23,18,98898,26394,4,0,1,2
51,92514,32,9,17749,100885,4,1,2,2
71,105135,41,3,31764,9326,5,1,0,1
71,50771,49,6,64720,126359,5,2,2,2
20,203726,18,6,51060,43484,10,2,2,2
76,192612,28,14,119026,8668,3,0,0,0
67,229223,5,17,118126,117429,3,0,1,2
29,125284,2,12,124297,112332,3,1,1,2
18,132399,17,0,46455,97107,2,2,2,2
71,119885,20,2,123303,60852,2,0,1,2
61,175449,28,1,148566,65401,8,0,2,2
22,241639,41,7,81061,149888,6,2,2,2
47,195645,35,10,3815,16516,1,0,2,2
47,188805,30,13,109315,25369,7,2,1,2
76,144344,7,11,120749,14153,9,2,0,2
74,157832,31,0,145120,110522,7,1,1,2
34,128226,15,5,11095,66805,1,0,1,2
65,114250,21,3,76646,107014,4,1,0,2
64,40762,1,16,29473,20688,7,1,0,2
40,197058,14,17,142761,145083,10,1,1,2
32,180404,39,16,58938,80845,1,2,0,2
54,186172,16,9,35959,114877,10,0,1,2
38,151016,12,4,42559,101175,7,2,1,2
31,63825,34,4,85665,83366,1,0,1,2
19,28877,24,19,38852,27861,3,2,2,2
28,176062,9,0,114423,61322,9,1,1,2
68,144065,44,0,42362,134868,3,0,2,2
56,123443,10,15,115865,98439,10,2,0,2
55,114612,32,13,113501,2624,10,1,0,1
77,132674,13,9,85931,138678,2,1,2,2
51,130074,33,6,104916,64645,4,0,2,2
55,201355,21,19,10767,102329,6,1,1,2
67,149330,43,19,118804,141057,3,1,0,2
51,46629,3,8,48329,113975,3,0,2,2
35,183651,43,10,101040,42098,2,1,2,2
47,169030,25,5,22455,144973,1,2,1,2
32,185537,0,10,27979,99903,10,2,1,2
44,231925,9,13,21678,79536,7,1,2,2
68,30775,35,17,104165,97945,5,2,2,2
51,222647,1,0,61537,69071,8,2,0,2
69,240705,28,11,138800,143577,9,0,2,2
74,180279,24,0,58496,109804,3,1,1,2
55,168625,22,2,106690,53623,6,1,1,2
50,199704,29,5,19156,84283,9,0,1,2
41,15055,24,12,39889,47775,2,1,2,2
32,103697,12,4,50378,132690,9,1,0,2
77,178945,39,8,122205,69331,8,0,0,2
47,116505,33,15,143790,6391,1,0,1,1
72,95720,34,5,116005,108154,3,0,1,2
59,212277,14,2,97768,19580,6,0,1,2
68,93199,38,3,77466,124200,5,0,1,2
34,171390,41,3,126933,56020,7,2,0,2
22,48734,19,18,87916,84099,2,0,2,2
46,228299,42,8,109614,23158,9,2,2,0
21,164594,21,14,21680,91385,3,2,2,2
27,157728,24,8,15013,133721,9,0,0,2
73,161965,13,11,99551,146384,8,2,2,2
34,31493,18,4,8874,124261,5,0,0,2
27,149704,45,16,95095,34601,9,1,0,2
34,110872,21,16,90371,61013,7,0,1,2
77,234720,22,13,70630,57281,4,0,0,2
37,76779,0,6,99982,104205,8,1,0,2
41,184524,38,18,12682,133483,8,0,1,2
22,159338,29,7,56276,72874,4,1,2,2
51,136187,4,5,116810,80175,9,2,0,2
23,131603,29,5,40045,97724,5,2,2,2
70,76607,6,5,26936,132874,1,1,0,2
19,31940,12,18,38954,79916,4,0,1,2
30,170075,30,18,129213,1148,9,0,2,1
79,142880,6,16,93890,67820,1,0,2,2
60,113408,28,1,124482,89341,7,1,2,2
60,49815,24,1,108847,107780,8,1,1,2
65,176941,12,11,19245,127586,8,1,1,2
28,64297,47,8,78643,104494,10,1,0,2
68,75107,14,4,99989,88756,5,1,1,2
64,97793,29,16,101495,5657,3,2,0,1
74,162754,6,17,82303,55425,6,1,2,2
40,34622,4,5,12501,124321,2,2,1,2
72,45408,13,17,19623,3130,9,2,2,1
33,154909,29,18,10491,15837,2,2,0,2
48,210282,22,19,33415,89582,8,2,0,2
28,161479,15,15,49936,107071,1,1,2,2
71,175381,23,12,37126,33290,7,2,1,2
33,217990,42,16,95655,10203,1,2,1,0
25,108190,20,9,46493,146531,5,2,0,2
21,164967,42,14,30412,32633,5,1,1,2
57,245159,29,17,130182,21726,10,0,0,1
21,232984,11,6,126842,141037,8,0,1,2
73,15370,44,5,58363,78353,1,2,2,2
42,129212,39,15,72390,103433,8,0,2,2
20,15486,29,7,54818,50799,1,2,2,2
49,38762,37,2,62261,14262,4,2,1,1
20,41613,21,14,38783,109595,5,1,1,2
44,18196,1,15,85540,85591,5,0,2,2
46,241009,22,12,5940,40404,6,0,1,2
49,115565,41,7,12864,145497,5,2,1,2
67,91349,22,4,67694,89952,9,0,0,2
78,79839,21,10,81060,129311,4,1,2,2
75,187988,29,8,1317,50340,2,1,2,2
68,23572,26,8,125957,81200,4,0,0,2
36,174297,33,11,98813,98622,3,1,2,2
38,60853,10,6,135624,147625,8,0,2,2
22,195462,28,2,5173,117971,2,2,0,2
35,178347,36,3,76284,120326,9,0,1,2
45,87379,5,14,43122,133896,4,1,0,2
59,147177,15,5,77849,46598,6,0,0,2
78,131074,19,0,61562,34959,8,1,1,2
39,205968,9,1,41206,50509,8,2,0,2
38,58209,45,19,26765,31874,5,0,1,2
23,243247,37,18,15226,105208,8,2,1,2
18,188559,36,7,124443,25599,10,2,1,1
22,164123,9,12,106572,12256,7,0,2,2
58,109244,43,6,124760,145134,3,0,2,2
29,247067,24,1,101462,130852,10,0,0,2
43,223472,21,11,86177,70980,7,2,1,2
63,115300,31,3,113257,74339,10,1,1,2
51,213033,16,9,124057,64955,2,0,2,2
66,206228,25,5,107877,138139,10,2,0,2
31,129682,15,1,25552,74121,5,0,1,2
43,72175,9,5,119208,143443,4,2,1,2
62,152921,16,10,129353,141807,8,1,2,2
44,116551,1,19,68317,11353,6,2,1,1
26,33976,1,10,111160,87072,9,0,0,2
43,145617,28,8,43675,105834,4,1,1,2
74,114794,45,1,133859,143574,5,0,2,2
64,71866,3,8,36062,66494,2,0,0,2
74,132752,29,15,127421,44244,6,1,1,2
39,62078,11,14,41140,11968,5,0,2,2
64,46113,33,5,125924,25272,4,1,2,0
73,30401,13,15,8535,60584,1,1,1,2
47,158956,23,10,133443,55255,5,2,1,2
60,230432,23,12,119352,143393,4,1,0,2
65,183635,17,13,141865,48012,3,0,0,2
78,180486,24,8,141558,5431,9,2,1,1
34,162214,24,2,20229,100936,7,2,0,2
43,86492,40,6,111862,32702,5,0,2,2
53,225536,24,19,19190,32227,5,1,2,2
18,221329,27,19,130177,93987,10,2,2,2
25,91693,29,3,40571,49368,9,1,2,2
66,50135,24,4,43283,99133,9,0,1,2
52,218304,23,3,123129,15742,10,0,0,0
78,42862,39,7,121648,26270,1,1,0,2
69,151262,38,3,69096,90300,10,1,0,2
32,85199,12,10,133342,146847,2,2,2,2
64,120366,1,12,123656,78115,10,1,0,2
73,19331,33,14,19393,113806,5,2,0,2
39,198258,15,15,138029,64242,8,0,0,2
31,59648,47,9,47769,27301,9,1,2,2
43,43549,23,19,39359,96969,4,1,2,2
45,227854,49,9,146544,74054,2,0,1,2
40,40761,1,0,68784,92810,7,1,1,2
31,18262,28,5,146968,134847,3,2,0,2
41,197331,38,11,12881,46849,8,2,2,2
